timestamp,details-v1-b788479c5-bbg6t_cpu,productpage-v1-7fb564989f-lvdk6_cpu,ratings-v1-5b6b66f9b5-7bln6_cpu,reviews-v1-7b76c4f45d-ct84h_cpu,reviews-v1-7b76c4f45d-x9mxc_cpu,reviews-v3-5fd56449d8-tv4wp_cpu,reviews-v2-6ccf99c555-fqvhb_cpu,details-v1-b788479c5-bbg6t_memory,productpage-v1-7fb564989f-lvdk6_memory,ratings-v1-5b6b66f9b5-7bln6_memory,reviews-v1-7b76c4f45d-ct84h_memory,reviews-v1-7b76c4f45d-x9mxc_memory,reviews-v3-5fd56449d8-tv4wp_memory,reviews-v2-6ccf99c555-fqvhb_memory,reviews-v1-7b76c4f45d-ct84h_network,productpage-v1-7fb564989f-lvdk6_network,reviews-v2-6ccf99c555-fqvhb_network,details-v1-b788479c5-bbg6t_network,reviews-v3-5fd56449d8-tv4wp_network,reviews-v1-7b76c4f45d-x9mxc_network,ratings-v1-5b6b66f9b5-7bln6_network
2024-03-06 08:00:05,6.899287433331361,47.80874610000864,1.7289415333323175,-1.0,1.9531096000036996,4.430286999998619,4.993554566666111,24.4736,55.914496,8.200192,-1.0,87.519232,404.488192,400.187392,-1.0,2466.777777777777,102.00999999999999,162.1377777777777,120.26777777777778,28.801111111111105,90.88444444444441
2024-03-06 08:00:10,6.899287433331362,47.80874610000865,1.7289415333323177,-1.0,1.9531096000036996,4.430286999998619,5.024204066666016,24.4736,55.914496,8.200192,-1.0,87.519232,404.488192,400.187392,-1.0,2466.7777777777774,157.08444444444444,162.13777777777776,120.26777777777778,28.801111111111105,90.88444444444444
2024-03-06 08:00:15,6.899287433331362,47.80874610000865,1.7289415333323177,-1.0,1.9531096000036996,4.430286999998619,5.024204066666016,24.4736,55.914496,8.200192,-1.0,87.519232,404.488192,400.187392,-1.0,2466.7777777777774,157.08444444444444,162.13777777777776,120.26777777777778,28.801111111111105,90.88444444444444
2024-03-06 08:00:20,6.899287433331362,47.80874610000865,1.7289415333323177,-1.0,1.9531096000036996,4.430286999998619,5.024204066666016,24.4736,55.914496,8.200192,-1.0,87.519232,404.488192,400.187392,-1.0,2466.7777777777774,157.08444444444444,162.13777777777776,120.26777777777778,28.801111111111105,90.88444444444444
2024-03-06 08:00:25,6.899287433331362,47.80874610000865,1.7289415333323177,-1.0,1.9531096000036996,4.430286999998619,5.024204066666016,24.4736,55.914496,8.200192,-1.0,87.519232,404.488192,400.187392,-1.0,2466.7777777777774,157.08444444444444,162.13777777777776,120.26777777777778,28.801111111111105,90.88444444444444
2024-03-06 08:00:30,6.899287433331362,47.80874610000865,1.7289415333323177,-1.0,2.0245760666663655,5.04413050000115,5.024204066666016,24.4736,55.914496,8.200192,-1.0,86.683648,404.189184,400.187392,-1.0,2466.7777777777774,157.08444444444444,162.13777777777776,132.25,33.64,90.88444444444444
2024-03-06 08:00:35,6.925382300005366,54.67571869999119,1.475709200000589,-1.0,2.0245760666663655,5.04413050000115,5.024204066666016,24.477696,55.898112,7.524352,-1.0,86.683648,404.189184,400.187392,-1.0,4728.854444444442,157.08444444444444,174.23999999999992,132.25,33.64,36.4011111111111
2024-03-06 08:00:40,6.925382300005367,54.675718699991194,1.4757092000005891,-1.0,2.0245760666663655,5.04413050000115,3.6926679000013487,24.477696,55.898112,7.524352,-1.0,86.683648,404.189184,400.187392,-1.0,4728.854444444444,142.40444444444444,174.23999999999998,132.25,33.64,36.401111111111106
2024-03-06 08:00:45,6.925382300005367,54.675718699991194,1.4757092000005891,-1.0,2.0245760666663655,5.04413050000115,3.6926679000013487,24.477696,55.898112,7.524352,-1.0,86.683648,404.189184,400.187392,-1.0,4728.854444444444,142.40444444444444,174.23999999999998,132.25,33.64,36.401111111111106
2024-03-06 08:00:50,6.925382300005367,54.675718699991194,1.4757092000005891,-1.0,2.0245760666663655,5.04413050000115,3.6926679000013487,24.477696,55.898112,7.524352,-1.0,86.683648,404.189184,400.187392,-1.0,4728.854444444444,142.40444444444444,174.23999999999998,132.25,33.64,36.401111111111106
2024-03-06 08:00:55,6.925382300005367,54.675718699991194,1.4757092000005891,-1.0,2.0245760666663655,5.04413050000115,3.6926679000013487,24.477696,55.898112,7.524352,-1.0,86.683648,404.189184,400.187392,-1.0,4728.854444444444,142.40444444444444,174.23999999999998,132.25,33.64,36.401111111111106
2024-03-06 08:01:00,6.925382300005367,54.675718699991194,1.4757092000005891,-1.0,1.824023166667151,2.96410083333285,3.6926679000013487,24.477696,55.898112,7.524352,-1.0,86.683648,404.189184,400.187392,-1.0,4728.854444444444,142.40444444444444,174.23999999999998,71.68444444444445,13.937777777777779,36.401111111111106
2024-03-06 08:01:05,2.411056766656353,32.30464166667843,1.4135680000000168,-1.0,1.824023166667151,2.96410083333285,3.6926679000013487,24.477696,55.799808,7.868416,-1.0,86.683648,404.189184,400.187392,-1.0,2794.884444444444,142.40444444444444,111.65444444444441,71.68444444444445,13.937777777777779,84.63999999999996
2024-03-06 08:01:10,2.4110567666563534,32.304641666678435,1.413568000000017,-1.0,1.824023166667151,2.96410083333285,3.966252766665927,24.477696,55.799808,7.868416,-1.0,86.683648,404.189184,400.187392,-1.0,2794.8844444444444,144.0,111.65444444444444,71.68444444444445,13.937777777777779,84.63999999999999
2024-03-06 08:01:15,2.4110567666563534,32.304641666678435,1.413568000000017,-1.0,1.824023166667151,2.96410083333285,3.966252766665927,24.477696,55.799808,7.868416,-1.0,86.683648,404.189184,400.187392,-1.0,2794.8844444444444,144.0,111.65444444444444,71.68444444444445,13.937777777777779,84.63999999999999
2024-03-06 08:01:20,2.4110567666563534,32.304641666678435,1.413568000000017,-1.0,1.824023166667151,2.96410083333285,3.966252766665927,24.477696,55.799808,7.868416,-1.0,86.683648,404.189184,400.187392,-1.0,2794.8844444444444,144.0,111.65444444444444,71.68444444444445,13.937777777777779,84.63999999999999
2024-03-06 08:01:25,2.4110567666563534,32.304641666678435,1.413568000000017,-1.0,1.824023166667151,2.96410083333285,3.966252766665927,24.477696,55.799808,7.868416,-1.0,86.683648,404.189184,400.187392,-1.0,2794.8844444444444,144.0,111.65444444444444,71.68444444444445,13.937777777777779,84.63999999999999
2024-03-06 08:01:30,2.4110567666563534,32.304641666678435,1.413568000000017,-1.0,2.4758324000003995,5.330886233332421,3.966252766665927,24.477696,55.799808,7.868416,-1.0,86.462464,404.2752,400.187392,-1.0,2794.8844444444444,144.0,111.65444444444444,166.41,30.617777777777775,84.63999999999999
2024-03-06 08:01:35,8.465381233342363,65.29235009999562,0.9500406000010267,-1.0,2.4758324000003995,5.330886233332421,3.966252766665927,24.49408,55.93088,7.872512,-1.0,86.462464,404.2752,400.187392,-1.0,3449.6044444444437,144.0,147.2177777777777,166.41,30.617777777777775,69.44444444444443
2024-03-06 08:01:40,8.465381233342365,65.29235009999562,0.9500406000010269,-1.0,2.4758324000003995,5.330886233332421,5.249982233332655,24.49408,55.93088,7.872512,-1.0,86.462464,404.2752,400.187392,-1.0,3449.6044444444447,115.20444444444442,147.21777777777777,166.41,30.617777777777775,69.44444444444446
2024-03-06 08:01:45,8.465381233342365,65.29235009999562,0.9500406000010269,-1.0,2.4758324000003995,5.330886233332421,5.249982233332655,24.49408,55.93088,7.872512,-1.0,86.462464,404.2752,400.187392,-1.0,3449.6044444444447,115.20444444444442,147.21777777777777,166.41,30.617777777777775,69.44444444444446
2024-03-06 08:01:50,8.465381233342365,65.29235009999562,0.9500406000010269,-1.0,2.4758324000003995,5.330886233332421,5.249982233332655,24.49408,55.93088,7.872512,-1.0,86.462464,404.2752,400.187392,-1.0,3449.6044444444447,115.20444444444442,147.21777777777777,166.41,30.617777777777775,69.44444444444446
2024-03-06 08:01:55,8.465381233342365,65.29235009999562,0.9500406000010269,-1.0,2.4758324000003995,5.330886233332421,5.249982233332655,24.49408,55.93088,7.872512,-1.0,86.462464,404.2752,400.187392,-1.0,3449.6044444444447,115.20444444444442,147.21777777777777,166.41,30.617777777777775,69.44444444444446
2024-03-06 08:02:00,8.465381233342365,65.29235009999562,0.9500406000010269,-1.0,2.1843596999967003,5.982679200000499,5.249982233332655,24.49408,55.93088,7.872512,-1.0,86.335488,404.02944,400.187392,-1.0,3449.6044444444447,115.20444444444442,147.21777777777777,60.839999999999996,26.351111111111116,69.44444444444446
2024-03-06 08:02:05,3.9079970666686368,40.38948693332713,1.7261112999998809,-1.0,2.1843596999967003,5.982679200000499,5.249982233332655,24.477696,55.922688,8.474624,-1.0,86.335488,404.02944,400.187392,-1.0,2483.361111111111,115.20444444444442,148.83999999999995,60.839999999999996,26.351111111111116,73.38777777777774
2024-03-06 08:02:10,3.9079970666686377,40.389486933327134,1.726111299999881,-1.0,2.1843596999967003,5.982679200000499,3.9215960666676137,24.477696,55.922688,8.474624,-1.0,86.335488,404.02944,400.22016,-1.0,2483.3611111111113,137.6711111111111,148.83999999999997,60.839999999999996,26.351111111111116,73.38777777777777
2024-03-06 08:02:15,3.9079970666686377,40.389486933327134,1.726111299999881,-1.0,2.1843596999967003,5.982679200000499,3.9215960666676137,24.477696,55.922688,8.474624,-1.0,86.335488,404.02944,400.22016,-1.0,2483.3611111111113,137.6711111111111,148.83999999999997,60.839999999999996,26.351111111111116,73.38777777777777
2024-03-06 08:02:20,3.9079970666686377,40.389486933327134,1.726111299999881,-1.0,2.1843596999967003,5.982679200000499,3.9215960666676137,24.477696,55.922688,8.474624,-1.0,86.335488,404.02944,400.22016,-1.0,2483.3611111111113,137.6711111111111,148.83999999999997,60.839999999999996,26.351111111111116,73.38777777777777
2024-03-06 08:02:25,3.9079970666686377,40.389486933327134,1.726111299999881,-1.0,2.1843596999967003,5.982679200000499,3.9215960666676137,24.477696,55.922688,8.474624,-1.0,86.335488,404.02944,400.22016,-1.0,2483.3611111111113,137.6711111111111,148.83999999999997,60.839999999999996,26.351111111111116,73.38777777777777
2024-03-06 08:02:30,3.9079970666686377,40.389486933327134,1.726111299999881,-1.0,1.6612871000006635,5.378309866667526,3.9215960666676137,24.477696,55.922688,8.474624,-1.0,86.183936,404.041728,400.22016,-1.0,2483.3611111111113,137.6711111111111,148.83999999999997,128.44444444444446,32.49,73.38777777777777
2024-03-06 08:02:35,6.6698263333364585,45.41052820000004,1.867756533332946,-1.0,1.6612871000006635,5.378309866667526,3.9215960666676137,24.477696,55.922688,8.220672,-1.0,86.183936,404.041728,400.22016,-1.0,3910.417777777777,137.6711111111111,169.86777777777772,128.44444444444446,32.49,119.53777777777775
2024-03-06 08:02:40,6.669826333336459,45.410528200000044,1.8677565333329462,-1.0,1.6612871000006635,5.378309866667526,5.058313433333221,24.477696,55.922688,8.220672,-1.0,86.183936,404.041728,400.265216,-1.0,3910.4177777777777,224.0011111111111,169.86777777777777,128.44444444444446,32.49,119.53777777777778
2024-03-06 08:02:45,6.669826333336459,45.410528200000044,1.8677565333329462,-1.0,1.6612871000006635,5.378309866667526,5.058313433333221,24.477696,55.922688,8.220672,-1.0,86.183936,404.041728,400.265216,-1.0,3910.4177777777777,224.0011111111111,169.86777777777777,128.44444444444446,32.49,119.53777777777778
2024-03-06 08:02:50,6.669826333336459,45.410528200000044,1.8677565333329462,-1.0,1.6612871000006635,5.378309866667526,5.058313433333221,24.477696,55.922688,8.220672,-1.0,86.183936,404.041728,400.265216,-1.0,3910.4177777777777,224.0011111111111,169.86777777777777,128.44444444444446,32.49,119.53777777777778
2024-03-06 08:02:55,6.669826333336459,45.410528200000044,1.8677565333329462,-1.0,1.6612871000006635,5.378309866667526,5.058313433333221,24.477696,55.922688,8.220672,-1.0,86.183936,404.041728,400.265216,-1.0,3910.4177777777777,224.0011111111111,169.86777777777777,128.44444444444446,32.49,119.53777777777778
2024-03-06 08:03:00,6.669826333336459,45.410528200000044,1.8677565333329462,-1.0,2.073459999996885,4.586798999999549,5.058313433333221,24.477696,55.922688,8.220672,-1.0,87.51104,406.421504,400.265216,-1.0,3910.4177777777777,224.0011111111111,169.86777777777777,103.3611111111111,36.401111111111106,119.53777777777778
2024-03-06 08:03:05,6.4088128666602024,38.90486883333323,0.7730807666670594,-1.0,2.073459999996885,4.586798999999549,5.058313433333221,24.444928,55.922688,7.950336,-1.0,87.51104,406.421504,400.265216,-1.0,4774.809999999998,224.0011111111111,100.66777777777774,103.3611111111111,36.401111111111106,18.777777777777768
2024-03-06 08:03:10,6.408812866660203,38.90486883333324,0.7730807666670596,-1.0,2.073459999996885,4.586798999999549,4.4310626333337195,24.444928,55.922688,7.950336,-1.0,87.51104,406.421504,400.2816,-1.0,4774.8099999999995,45.78777777777778,100.66777777777777,103.3611111111111,36.401111111111106,18.777777777777775
2024-03-06 08:03:15,6.408812866660203,38.90486883333324,0.7730807666670596,-1.0,2.073459999996885,4.586798999999549,4.4310626333337195,24.444928,55.922688,7.950336,-1.0,87.51104,406.421504,400.2816,-1.0,4774.8099999999995,45.78777777777778,100.66777777777777,103.3611111111111,36.401111111111106,18.777777777777775
2024-03-06 08:03:20,6.408812866660203,38.90486883333324,0.7730807666670596,-1.0,2.073459999996885,4.586798999999549,4.4310626333337195,24.444928,55.922688,7.950336,-1.0,87.51104,406.421504,400.2816,-1.0,4774.8099999999995,45.78777777777778,100.66777777777777,103.3611111111111,36.401111111111106,18.777777777777775
2024-03-06 08:03:25,6.408812866660203,38.90486883333324,0.7730807666670596,-1.0,2.073459999996885,4.586798999999549,4.4310626333337195,24.444928,55.922688,7.950336,-1.0,87.51104,406.421504,400.2816,-1.0,4774.8099999999995,45.78777777777778,100.66777777777777,103.3611111111111,36.401111111111106,18.777777777777775
2024-03-06 08:03:30,6.408812866660203,38.90486883333324,0.7730807666670596,-1.0,1.7799430666703604,2.679243233330908,4.4310626333337195,24.444928,55.922688,7.950336,-1.0,87.375872,406.515712,400.2816,-1.0,4774.8099999999995,45.78777777777778,100.66777777777777,82.80999999999999,28.09,18.777777777777775
2024-03-06 08:03:35,5.783671599995916,45.22964486667054,1.2606473333335086,-1.0,1.7799430666703604,2.679243233330908,4.4310626333337195,24.559616,55.922688,8.011776,-1.0,87.375872,406.515712,400.2816,-1.0,4023.7877777777767,45.78777777777778,129.95999999999998,82.80999999999999,28.09,159.60111111111107
2024-03-06 08:03:40,5.783671599995917,45.22964486667055,1.2606473333335089,-1.0,1.7799430666703604,2.679243233330908,3.9529207333335608,24.559616,55.922688,8.011776,-1.0,87.375872,406.515712,400.297984,-1.0,4023.787777777777,149.65444444444444,129.96,82.80999999999999,28.09,159.6011111111111
2024-03-06 08:03:45,5.783671599995917,45.22964486667055,1.2606473333335089,-1.0,1.7799430666703604,2.679243233330908,3.9529207333335608,24.559616,55.922688,8.011776,-1.0,87.375872,406.515712,400.297984,-1.0,4023.787777777777,149.65444444444444,129.96,82.80999999999999,28.09,159.6011111111111
2024-03-06 08:03:50,5.783671599995917,45.22964486667055,1.2606473333335089,-1.0,1.7799430666703604,2.679243233330908,3.9529207333335608,24.559616,55.922688,8.011776,-1.0,87.375872,406.515712,400.297984,-1.0,4023.787777777777,149.65444444444444,129.96,82.80999999999999,28.09,159.6011111111111
2024-03-06 08:03:55,5.783671599995917,45.22964486667055,1.2606473333335089,-1.0,1.7799430666703604,2.679243233330908,3.9529207333335608,24.559616,55.922688,8.011776,-1.0,87.375872,406.515712,400.297984,-1.0,4023.787777777777,149.65444444444444,129.96,82.80999999999999,28.09,159.6011111111111
2024-03-06 08:04:00,5.783671599995917,45.22964486667055,1.2606473333335089,-1.0,2.2215443333304092,5.151225366667707,3.9529207333335608,24.559616,55.922688,8.011776,-1.0,87.26528,406.355968,400.297984,-1.0,4023.787777777777,149.65444444444444,129.96,168.13444444444445,37.209999999999994,159.6011111111111
2024-03-06 08:04:05,4.381525533335661,34.22816223333029,1.9881778999983148,-1.0,2.2215443333304092,5.151225366667707,3.9529207333335608,24.461312,55.808,7.983104,-1.0,87.26528,406.355968,400.297984,-1.0,3237.609999999999,149.65444444444444,163.83999999999997,168.13444444444445,37.209999999999994,73.95999999999997
2024-03-06 08:04:10,4.381525533335662,34.228162233330295,1.9881778999983148,-1.0,2.2215443333304092,5.151225366667707,4.93069579999883,24.461312,55.808,7.983104,-1.0,87.26528,406.355968,400.334848,-1.0,3237.6099999999997,118.81,163.84000000000003,168.13444444444445,37.209999999999994,73.96
2024-03-06 08:04:15,4.381525533335662,34.228162233330295,1.9881778999983148,-1.0,2.2215443333304092,5.151225366667707,4.93069579999883,24.461312,55.808,7.983104,-1.0,87.26528,406.355968,400.334848,-1.0,3237.6099999999997,118.81,163.84000000000003,168.13444444444445,37.209999999999994,73.96
2024-03-06 08:04:20,4.381525533335662,34.228162233330295,1.9881778999983148,-1.0,2.2215443333304092,5.151225366667707,4.93069579999883,24.461312,55.808,7.983104,-1.0,87.26528,406.355968,400.334848,-1.0,3237.6099999999997,118.81,163.84000000000003,168.13444444444445,37.209999999999994,73.96
2024-03-06 08:04:25,4.381525533335662,34.228162233330295,1.9881778999983148,-1.0,2.2215443333304092,5.151225366667707,4.93069579999883,24.461312,55.808,7.983104,-1.0,87.26528,406.355968,400.334848,-1.0,3237.6099999999997,118.81,163.84000000000003,168.13444444444445,37.209999999999994,73.96
2024-03-06 08:04:30,4.381525533335662,34.228162233330295,1.9881778999983148,-1.0,2.1231845666685936,4.943420233333503,4.93069579999883,24.461312,55.808,7.983104,-1.0,86.736896,406.380544,400.334848,-1.0,3237.6099999999997,118.81,163.84000000000003,43.121111111111105,26.009999999999998,73.96
2024-03-06 08:04:35,5.116514966660663,45.98194626667766,1.1582900333337418,-1.0,2.1231845666685936,4.943420233333503,4.93069579999883,24.461312,55.922688,8.077312,-1.0,86.736896,406.380544,400.334848,-1.0,4049.20111111111,118.81,133.01777777777772,43.121111111111105,26.009999999999998,86.48999999999998
2024-03-06 08:04:40,5.116514966660665,45.98194626667767,1.158290033333742,-1.0,2.1231845666685936,4.943420233333503,3.0402383999993767,24.461312,55.922688,8.077312,-1.0,86.736896,406.380544,400.355328,-1.0,4049.201111111111,103.3611111111111,133.01777777777778,43.121111111111105,26.009999999999998,86.49000000000001
2024-03-06 08:04:45,5.116514966660665,45.98194626667767,1.158290033333742,-1.0,2.1231845666685936,4.943420233333503,3.0402383999993767,24.461312,55.922688,8.077312,-1.0,86.736896,406.380544,400.355328,-1.0,4049.201111111111,103.3611111111111,133.01777777777778,43.121111111111105,26.009999999999998,86.49000000000001
2024-03-06 08:04:50,5.116514966660665,45.98194626667767,1.158290033333742,-1.0,2.1231845666685936,4.943420233333503,3.0402383999993767,24.461312,55.922688,8.077312,-1.0,86.736896,406.380544,400.355328,-1.0,4049.201111111111,103.3611111111111,133.01777777777778,43.121111111111105,26.009999999999998,86.49000000000001
2024-03-06 08:04:55,5.116514966660665,45.98194626667767,1.158290033333742,-1.0,2.1231845666685936,4.943420233333503,3.0402383999993767,24.461312,55.922688,8.077312,-1.0,86.736896,406.380544,400.355328,-1.0,4049.201111111111,103.3611111111111,133.01777777777778,43.121111111111105,26.009999999999998,86.49000000000001
